id,region,station_name,normalized_name
493,Moravskoslezsky,"Ostrava, Petřkovice, okres: Ostrava-město","Ostrava,Petrkovice,okres:Ostrava-mesto"
494,Moravskoslezsky,"Ostrava, Polanka nad Odrou, okres: Ostrava-město","Ostrava,PolankanadOdrou,okres:Ostrava-mesto"
495,Moravskoslezsky,"Ostrava, Poruba, okres: Ostrava-město","Ostrava,Poruba,okres:Ostrava-mesto"
496,Moravskoslezsky,"Ostrava, Poruba, okres: Ostrava-město","Ostrava,Poruba,okres:Ostrava-mesto"
497,Moravskoslezsky,"Ostrava, Radvanice, okres: Ostrava-město","Ostrava,Radvanice,okres:Ostrava-mesto"
498,Moravskoslezsky,"Ostrava, Slezská Ostrava, okres: Ostrava-město","Ostrava,SlezskaOstrava,okres:Ostrava-mesto"
499,Moravskoslezsky,"Ostrava, Třebovice, okres: Ostrava-město","Ostrava,Trebovice,okres:Ostrava-mesto"
500,Moravskoslezsky,"Ostrava, Vítkovice, Penzion, okres: Ostrava-město","Ostrava,Vitkovice,Penzion,okres:Ostrava-mesto"
501,Moravskoslezsky,"Ostrava, Vítkovice, TEMEX, okres: Ostrava-město","Ostrava,Vitkovice,TEMEX,okres:Ostrava-mesto"
502,Moravskoslezsky,"Ostrava, Výškovice, okres: Ostrava-město","Ostrava,Vyskovice,okres:Ostrava-mesto"
503,Moravskoslezsky,"Ostrava, Zábřeh, okres: Ostrava-město","Ostrava,Zabreh,okres:Ostrava-mesto"
504,Moravskoslezsky,"Ostrava, Zábřeh, okres: Ostrava-město","Ostrava,Zabreh,okres:Ostrava-mesto"
505,Zlinsky,"Bystřice pod Hostýnem, okres: Kroměříž","BystricepodHostynem,okres:Kromeriz"
506,Zlinsky,"Holešov, okres: Kroměříž","Holesov,okres:Kromeriz"
507,Zlinsky,"Kroměříž, okres: Kroměříž","Kromeriz,okres:Kromeriz"
508,Zlinsky,"Rajnochovice, okres: Kroměříž","Rajnochovice,okres:Kromeriz"
509,Zlinsky,"Bojkovice, okres: Uherské Hradiště","Bojkovice,okres:UherskeHradiste"
510,Zlinsky,"Staré Město, okres: Uherské Hradiště","StareMesto,okres:UherskeHradiste"
511,Zlinsky,"Strání, okres: Uherské Hradiště","Strani,okres:UherskeHradiste"
512,Zlinsky,"Uherské Hradiště, okres: Uherské Hradiště","UherskeHradiste,okres:UherskeHradiste"
513,Zlinsky,"Bystřička, okres: Vsetín","Bystricka,okres:Vsetin"
514,Zlinsky,"Bystřička, přehrada, okres: Vsetín","Bystricka,prehrada,okres:Vsetin"
515,Zlinsky,"Halenkov, okres: Vsetín","Halenkov,okres:Vsetin"
516,Zlinsky,"Horní Bečva, okres: Vsetín","HorniBecva,okres:Vsetin"
517,Zlinsky,"Horní Bečva, Kudlačena, okres: Vsetín","HorniBecva,Kudlacena,okres:Vsetin"
518,Zlinsky,"Hošťálková, okres: Vsetín","Hostalkova,okres:Vsetin"
519,Zlinsky,"Hošťálková, Maruška, okres: Vsetín","Hostalkova,Maruska,okres:Vsetin"
520,Zlinsky,"Huslenky, Kychová, okres: Vsetín","Huslenky,Kychova,okres:Vsetin"
521,Zlinsky,"Kateřinice, Ojičná, okres: Vsetín","Katerinice,Ojicna,okres:Vsetin"
522,Zlinsky,"Kunovice, okres: Vsetín","Kunovice,okres:Vsetin"
523,Zlinsky,"Makov, Kasárna, okres: Vsetín","Makov,Kasarna,okres:Vsetin"
524,Zlinsky,"Maruška, okres: Vsetín","Maruska,okres:Vsetin"
525,Zlinsky,"Rožnov pod Radhoštěm, okres: Vsetín","RoznovpodRadhostem,okres:Vsetin"
526,Zlinsky,"Ružďka, Dušná, Putýrka, okres: Vsetín","Ruzdka,Dusna,Putyrka,okres:Vsetin"
527,Zlinsky,"Soláň, HS Beskydy, okres: Vsetín","Solan,HSBeskydy,okres:Vsetin"
528,Zlinsky,"Valašská Bystřice, okres: Vsetín","ValasskaBystrice,okres:Vsetin"
529,Zlinsky,"Valašská Bystřice, Búřov, okres: Vsetín","ValasskaBystrice,Burov,okres:Vsetin"
530,Zlinsky,"Valašská Senice, okres: Vsetín","ValasskaSenice,okres:Vsetin"
531,Zlinsky,"Valašské Meziříčí, okres: Vsetín","ValasskeMezirici,okres:Vsetin"
532,Zlinsky,"Velké Karlovice, okres: Vsetín","VelkeKarlovice,okres:Vsetin"
533,Zlinsky,"Velké Karlovice, Benešky, okres: Vsetín","VelkeKarlovice,Benesky,okres:Vsetin"
534,Zlinsky,"Vsetín, okres: Vsetín","Vsetin,okres:Vsetin"
535,Zlinsky,"Vsetín, MŠ Kobzáňova, okres: Vsetín","Vsetin,MSKobzanova,okres:Vsetin"
536,Zlinsky,"Zubří, okres: Vsetín","Zubri,okres:Vsetin"
537,Zlinsky,"Brumov-Bylnice, Brumov, okres: Zlín","Brumov-Bylnice,Brumov,okres:Zlin"
538,Zlinsky,"Brumov-Bylnice, Bylnice, okres: Zlín","Brumov-Bylnice,Bylnice,okres:Zlin"
539,Zlinsky,"Luhačovice, okres: Zlín","Luhacovice,okres:Zlin"
540,Zlinsky,"Luhačovice, Kladná-Žilín, okres: Zlín","Luhacovice,Kladna-Zilin,okres:Zlin"
541,Zlinsky,"Štítná nad Vláří - Popov, okres: Zlín","StitnanadVlari-Popov,okres:Zlin"
542,Zlinsky,"Štítná nad Vláří - Popov, Štítná nad Vláří, okres: Zlín","StitnanadVlari-Popov,StitnanadVlari,okres:Zlin"
543,Zlinsky,"Vizovice, okres: Zlín","Vizovice,okres:Zlin"
544,Zlinsky,"Zlín, okres: Zlín","Zlin,okres:Zlin"
545,Zlinsky,"Zlín, Mladcová, okres: Zlín","Zlin,Mladcova,okres:Zlin"
